ID,DATA,MONTANTE,CAT_Animais de estimação,CAT_Cabeleireiro e Barbeiro,CAT_Cafés e Pastelarias,CAT_Carro e Transportes,CAT_Casa,CAT_Combustível,CAT_Compras e Serviços,CAT_Diversos,CAT_Educação,CAT_Empréstimos e Rendas,CAT_Hobbies,CAT_Investimentos e Poupanças,CAT_Lazer e Viagens,CAT_Levantamentos,CAT_Não categorizadas,CAT_Ordenado e Subsídios,CAT_Outros Rendimentos,CAT_Restaurantes e Bares,CAT_Saúde e Bem estar,CAT_Seguros,CAT_Subscrições,CAT_Supermercado,CAT_Taxas e Impostos,CAT_Tecnologia,CAT_Telecomunicações,CAT_Vestuário e Calçado,"CAT_Água, luz e gás",target
3,2022-02-06,-917.01,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,5,3,0,1,0,0,0,0,0,0,0,0
3,2022-02-13,0.2799999999999798,0,0,0,0,0,0,1,1,0,0,0,2,0,0,2,0,5,1,2,0,0,0,2,0,0,1,1,0
3,2022-02-20,-423.25,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,5,2,3,1,0,1,0,0,1,0,1,0
3,2022-02-27,1034.6500000000003,0,0,0,0,0,0,1,1,0,0,0,2,0,0,6,1,5,2,0,0,0,0,0,0,0,0,0,0
3,2022-03-06,-691.01,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,6,7,1,0,0,1,0,0,0,0,0,0
3,2022-03-13,-420.94,0,0,0,1,0,0,1,1,0,0,0,0,0,1,4,0,5,1,1,0,0,0,3,0,0,1,0,0
3,2022-03-20,-790.65,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,4,1,2,1,0,0,0,0,1,0,1,0
3,2022-03-27,5314.22,0,0,0,1,0,0,0,1,0,0,0,2,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0
3,2022-04-03,-911.23,0,0,0,1,0,1,2,0,0,0,0,0,0,2,9,0,8,1,2,0,0,0,0,0,0,0,0,0
3,2022-04-10,-352.91,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,2,5,2,0,0,0,2,0,0,0,0,0
3,2022-04-17,-612.49,0,0,0,1,0,1,1,0,0,0,0,0,0,1,3,0,5,7,0,0,0,1,3,0,1,0,1,0
3,2022-04-24,1464.0700000000002,0,0,0,1,0,0,1,1,0,0,0,2,2,0,4,1,4,0,1,1,0,0,0,0,0,0,1,0
3,2022-05-01,-521.77,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,6,1,0,0,0,2,0,0,0,0,0,0
4,2022-01-02,-216.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4,2022-01-09,-395.96999999999997,0,0,0,3,0,0,0,0,0,0,0,1,0,3,11,0,2,0,1,0,0,5,3,0,0,0,0,0
4,2022-01-16,-749.38,0,0,0,1,0,0,1,1,0,0,0,0,0,2,14,0,1,0,0,0,0,3,0,0,0,0,0,0
4,2022-01-23,5974.860000000001,0,0,0,1,1,1,0,0,0,0,0,0,0,2,10,1,0,0,0,0,0,2,1,0,1,0,0,0
4,2022-01-30,-738.15,0,0,0,1,1,0,0,3,0,1,0,0,0,2,5,0,0,1,1,3,0,2,0,0,1,0,0,0
4,2022-02-06,-741.6,0,0,0,2,1,0,0,1,0,0,0,0,0,4,6,0,0,2,0,0,0,2,2,0,1,0,1,0
4,2022-02-13,-1047.96,0,0,0,1,1,0,0,1,0,0,0,0,0,4,4,0,1,0,1,0,0,1,3,0,0,1,0,0
4,2022-02-20,-918.78,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13,0,1,1,0,0,0,2,0,0,0,0,0,0
4,2022-02-27,254.88000000000014,0,0,0,2,0,0,0,1,0,1,0,0,1,1,10,1,0,3,0,3,0,2,4,0,1,0,2,0
4,2022-03-06,-618.11,0,0,0,1,0,0,0,1,0,0,0,0,0,1,9,0,0,1,1,0,0,3,6,0,2,0,1,0
4,2022-03-13,-629.35,0,0,0,1,0,0,0,2,0,0,0,0,1,1,6,0,0,1,0,0,0,3,2,0,0,1,0,0
4,2022-03-20,-354.25,0,0,0,1,1,0,0,0,0,0,0,0,0,1,8,0,1,2,0,0,0,4,0,0,0,0,0,0
4,2022-03-27,2439.7699999999995,0,0,0,1,0,0,0,3,0,0,0,0,0,0,6,1,0,0,0,4,0,1,1,0,1,0,0,0
4,2022-04-03,-1277.05,0,1,0,1,1,0,0,1,0,0,0,1,0,3,4,0,0,2,0,2,0,2,6,0,1,0,1,0
4,2022-04-10,-559.74,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,0,1,1,1,0,0,3,3,0,0,0,0,0
4,2022-04-17,-1360.84,0,0,0,2,0,1,0,0,0,0,0,0,0,2,11,0,2,1,0,0,0,2,1,0,0,0,1,0
4,2022-04-24,1273.28,0,0,0,2,0,0,1,2,0,0,0,0,0,1,12,1,1,0,1,0,0,2,1,0,1,0,1,0
4,2022-05-01,52014.28,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,0,2,0,0,2,0,2,6,0,2,1,1,0
5,2022-01-02,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,2022-01-09,-671087.34,0,0,0,1,0,0,0,1,1,0,0,1,0,0,8,0,13,2,0,0,0,5,0,0,2,0,3,1
5,2022-01-16,30350.28,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3,0,13,3,1,0,0,2,3,0,0,0,3,1
5,2022-01-23,-14399.24,0,0,0,1,0,0,1,3,0,0,0,1,0,0,12,0,10,1,0,0,0,5,4,0,1,1,1,1
5,2022-01-30,137330.14,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,1,15,0,0,0,0,0,1,0,0,0,4,1
5,2022-02-06,-11073.35,0,0,0,2,0,0,0,1,0,0,0,1,0,0,8,0,11,2,1,0,0,1,3,0,2,0,2,1
5,2022-02-13,68131.18,0,0,0,1,1,0,1,1,0,2,0,1,0,0,6,1,15,3,1,0,0,4,6,0,0,2,1,1
5,2022-02-20,50687.24,0,0,0,1,0,0,1,1,0,0,0,0,0,0,6,0,11,1,1,0,0,0,2,0,0,0,2,1
5,2022-02-27,128315.52999999998,0,0,0,1,0,0,0,2,0,0,0,0,1,0,7,1,10,2,0,0,0,0,3,0,0,0,1,1
5,2022-03-06,97382.78,0,0,0,1,2,0,2,1,0,0,0,1,0,0,13,0,7,1,3,0,0,5,4,0,0,0,12,1
5,2022-03-13,54971.17,0,0,0,2,0,0,0,1,0,1,0,1,0,0,4,0,20,1,1,0,0,0,3,0,3,0,3,1
5,2022-03-20,-35437.200000000004,0,0,0,1,0,0,0,2,0,0,0,0,0,0,8,0,5,1,1,0,0,0,5,0,0,0,3,1
5,2022-03-27,-787.6699999999998,0,0,0,1,0,0,0,3,0,1,0,0,0,0,2,0,5,0,1,0,0,0,1,1,0,0,4,1
5,2022-04-03,89437.45999999999,0,0,0,1,0,0,0,1,0,0,0,1,1,0,12,2,16,1,0,0,0,3,3,0,2,2,14,1
5,2022-04-10,-6098.300000000005,0,0,0,1,0,0,0,1,0,2,0,3,0,0,1,0,11,2,1,0,0,4,2,0,2,0,5,1
5,2022-04-17,22484.63,0,0,0,2,0,0,0,1,0,0,0,0,0,0,6,0,11,0,0,0,0,0,3,0,0,0,1,1
5,2022-04-24,8265.930000000006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,2,11,0,1,0,0,1,2,0,0,0,1,1
5,2022-05-01,91856.31,0,0,0,1,0,0,0,4,0,0,0,0,0,0,7,0,21,0,0,0,0,0,5,0,1,1,0,1
7,2022-01-02,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2022-01-09,-1261.25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,2,3,1,1,0,2,2,0,0,0,0,0
7,2022-01-16,-507.36000000000007,0,0,0,0,0,3,1,0,0,0,0,0,0,0,5,0,2,1,0,0,0,6,1,0,0,1,0,0
7,2022-01-23,-798.36,0,0,0,0,0,2,0,2,0,0,0,0,0,1,6,0,0,3,1,4,0,5,0,0,0,0,1,0
7,2022-01-30,2943.49,0,0,0,0,0,1,3,0,0,1,0,0,1,0,2,1,1,1,4,0,0,2,1,0,1,0,1,0
7,2022-02-06,-876.35,0,0,0,1,0,4,0,1,0,0,0,0,0,1,2,0,1,4,1,2,0,8,1,1,0,2,0,0
7,2022-02-13,-804.6899999999999,0,0,0,1,0,2,0,0,0,0,0,0,0,1,4,0,0,2,4,1,0,4,3,0,0,1,0,0
7,2022-02-20,-498.14,0,0,0,0,1,2,0,2,0,0,0,0,0,1,2,0,0,3,1,3,0,3,0,0,0,1,1,0
7,2022-02-27,2465.74,0,0,0,0,0,3,0,1,0,1,0,0,0,2,2,1,1,6,1,1,0,4,0,0,0,1,1,0
7,2022-03-06,-973.8299999999982,0,0,0,1,0,2,0,1,0,0,0,3,0,0,5,1,1,2,2,2,0,2,0,0,1,1,0,0
7,2022-03-13,-496.56,0,0,0,0,1,2,0,1,0,0,1,0,0,2,2,0,0,5,2,0,0,3,2,0,0,0,0,0
7,2022-03-20,-623.88,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0,0,2,1,2,0,7,0,0,0,0,1,0
7,2022-03-27,2902.8199999999997,0,0,0,0,0,3,1,2,0,1,0,0,1,0,5,1,0,1,0,1,0,3,0,0,0,0,1,0
7,2022-04-03,-1515.2399999999998,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4,0,1,1,0,2,0,1,0,0,1,0,0,0
7,2022-04-10,-1055.89,1,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,3,8,0,0,7,2,0,0,0,0,0
7,2022-04-17,-547.8,0,0,0,1,0,2,0,0,0,0,0,0,0,1,2,0,1,5,1,0,0,1,1,0,0,0,0,0
7,2022-04-24,-1654.26,0,0,0,0,0,2,1,1,0,1,0,0,0,1,3,0,0,9,1,3,0,5,0,0,0,0,1,0
7,2022-05-01,3587.39,0,0,0,0,0,1,1,1,0,0,0,0,0,2,2,1,0,3,1,1,0,2,0,0,0,0,1,0
8,2022-01-02,-75.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
8,2022-01-09,-361.31,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1
8,2022-01-16,-469.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,3,1,0,1,0,0,1
8,2022-01-23,-661.88,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,0,0,3,0,1
8,2022-01-30,2847.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1
8,2022-02-06,-643.6899999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,3,0,1,1,0,1,1
8,2022-02-13,-429.26,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,6,1,0,1,0,0,1
8,2022-02-20,-452.31,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,1,2,0,0,3,2,0,0,0,0,1
8,2022-02-27,2742.53,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,2,0,0,1,0,0,3,0,0,0,0,0,1
8,2022-03-06,-446.16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,2,0,0,0,0,1
8,2022-03-13,-1248.38,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,8,1,0,0,5,0,1,0,3,1,1
8,2022-03-20,234.29999999999993,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,1,1,2,1,0,0,5,0,0,1,0,0,1
8,2022-03-27,584.62,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0,3,0,0,4,2,1,0,1,0,1
8,2022-04-03,854.3599999999999,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,1
8,2022-04-10,-302.73,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,3,1,0,0,0,0,1
8,2022-04-17,-466.28000000000003,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,4,0,1
8,2022-04-24,1406.7800000000002,0,0,0,1,0,1,2,2,0,0,0,0,0,0,4,1,1,0,1,0,0,3,2,0,0,2,0,1
8,2022-05-01,-4081.1799999999994,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,1,0,1,1,0,0,5,4,1,0,1,0,1
9,2022-01-02,-75.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
9,2022-01-09,-361.31,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1
9,2022-01-16,-469.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,3,1,0,1,0,0,1
9,2022-01-23,-661.88,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,0,0,3,0,1
9,2022-01-30,2847.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1
9,2022-02-06,-643.6899999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,3,0,1,1,0,1,1
9,2022-02-13,-429.26,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,6,1,0,1,0,0,1
9,2022-02-20,-452.31,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,1,2,0,0,3,2,0,0,0,0,1
9,2022-02-27,2742.53,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,2,0,0,1,0,0,3,0,0,0,0,0,1
9,2022-03-06,-446.16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,2,0,0,0,0,1
9,2022-03-13,-1248.38,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,8,1,0,0,5,0,1,0,3,1,1
9,2022-03-20,234.29999999999993,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,1,1,2,1,0,0,5,0,0,1,0,0,1
9,2022-03-27,584.62,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0,3,0,0,4,2,1,0,1,0,1
9,2022-04-03,854.3599999999999,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,1
9,2022-04-10,-302.73,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,3,1,0,0,0,0,1
9,2022-04-17,-466.28000000000003,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,4,0,1
9,2022-04-24,1406.7800000000002,0,0,0,1,0,1,2,2,0,0,0,0,0,0,4,1,1,0,1,0,0,3,2,0,0,2,0,1
9,2022-05-01,-4081.1799999999994,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,1,0,1,1,0,0,5,4,1,0,1,0,1
10,2022-01-02,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,2022-01-09,-274.37,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1
10,2022-01-16,-253.15999999999997,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1
10,2022-01-23,-232.76999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,1,0,0,1
10,2022-01-30,1126.94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,0,1
10,2022-02-06,-450.07,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,1,0,0,0,0,0,1
10,2022-02-13,-156.56999999999996,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,2,0,0,0,1,1
10,2022-02-20,-137.43,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10,2022-02-27,786.09,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,2,1,0,0,0,4,2,0,0,0,0,1
10,2022-03-06,-540.01,0,0,0,2,0,2,0,0,0,0,0,0,0,3,3,0,0,1,0,1,0,3,0,0,0,0,0,1
10,2022-03-13,-464.87,0,0,0,1,0,1,1,1,0,0,0,1,0,2,0,0,1,2,3,0,0,3,2,0,0,1,1,1
10,2022-03-20,-127.35,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,1
10,2022-03-27,-99.86,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10,2022-04-03,1044.56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,1,0,1,0,0,0,0,0,1
10,2022-04-10,-412.38,0,0,0,0,0,0,2,1,0,0,0,1,0,2,1,0,2,0,1,0,0,4,0,0,0,0,1,1
10,2022-04-17,-169.84,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2,0,1,0,0,1
10,2022-04-24,-221.4,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,0,0,0,0,0,1
10,2022-05-01,982.15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,1,0,2,0,0,0,0,0,1
11,2022-01-02,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2022-01-09,-9582.01,0,0,0,1,0,0,0,4,0,1,0,1,0,0,4,0,6,0,0,3,0,1,3,0,3,0,1,0
11,2022-01-16,4806.99,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0
11,2022-01-23,5935.73,0,0,0,1,0,0,0,5,0,0,0,0,0,0,3,0,11,0,0,0,0,0,5,0,3,0,2,0
11,2022-01-30,-14605.98,0,0,0,3,0,1,0,4,0,0,0,0,0,0,10,1,6,0,0,0,0,0,1,0,2,0,0,0
11,2022-02-06,11761.510000000002,0,0,0,0,0,0,0,5,0,1,0,0,0,0,2,0,12,0,0,4,0,1,3,0,2,0,1,0
11,2022-02-13,5574.38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,13,0,0,0,0,0,1,0,0,0,1,0
11,2022-02-20,-9514.3,0,0,0,1,0,1,0,6,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,2,0,1,0
11,2022-02-27,-9443.87,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,1,0,1,0
11,2022-03-06,4570.140000000001,0,0,0,0,0,1,1,8,0,1,0,0,0,0,16,0,9,0,0,3,0,1,3,0,2,0,0,0
11,2022-03-13,4041.620000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,14,0,0,0,0,0,1,0,2,0,2,0
11,2022-03-20,-12831.05,0,0,0,2,0,1,0,2,0,0,0,0,0,0,4,0,10,0,0,0,0,1,4,0,3,0,1,0
11,2022-03-27,-1635.0599999999995,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,15,0,0,0,0,0,4,0,1,0,0,0
11,2022-04-03,17874.5,0,0,0,0,0,1,1,7,0,0,0,1,0,0,2,1,15,0,0,3,0,0,1,0,0,0,0,0
11,2022-04-10,-15260.14,0,0,0,1,0,0,0,7,0,1,0,0,0,0,20,1,11,0,0,3,0,1,3,0,2,0,2,0
11,2022-04-17,11784.470000000001,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,1,0,0,0
11,2022-04-24,9977.580000000002,0,0,0,1,0,0,1,7,0,0,0,0,0,0,16,0,10,0,0,0,0,0,5,0,3,0,2,0
11,2022-05-01,-25037.920000000002,0,0,0,0,0,1,1,3,0,0,0,0,0,0,16,1,14,0,0,0,0,0,1,0,1,0,0,0
12,2022-01-02,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,2022-01-09,-7.6499999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
12,2022-01-16,-60.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,1
12,2022-01-23,-91.08,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1
12,2022-01-30,-149.58,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3,2,0,1,0,1,1
12,2022-02-06,649.83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,0,0,0,0,0,1
